MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
0.5726,40.0,3.7992,0.7593,5174,3.9174,35.2101,-123.7899,0.471
4.6603,38.6,4.2419,0.7976,1155,2.3635,37.0213,-122.8922,2.519
4.0214,31.3,4.0261,1.4065,2840,3.5929,41.5663,-122.9518,2.413
6.1199,37.0,11.2884,2.6993,2789,2.8175,34.8498,-120.083,3.478
4.1325,35.8,11.4374,2.3402,447,4.0752,39.4506,-122.8473,2.794
1.4429,51.6,4.7236,1.457,342,1.236,36.6748,-115.5275,3.224
5.0683,25.5,8.7499,2.2521,1751,2.5772,35.3295,-118.43,2.508
2.914,19.0,4.6441,1.2725,1584,4.5448,36.8312,-120.6333,1.983
5.6537,30.4,5.8906,0.9481,847,1.3872,33.1765,-123.769,2.59
8.0328,16.6,9.1559,2.592,1078,4.824,40.0875,-118.2942,4.127
2.496,23.6,4.5127,1.3011,495,2.5359,34.8114,-123.2764,1.668
5.0181,33.4,3.3203,0.5892,379,1.8097,39.3914,-116.6962,3.141
5.6044,21.9,5.9809,1.7878,324,1.8245,33.1493,-116.071,3.296
3.0378,25.3,3.5858,0.5879,2637,2.0766,41.5734,-118.7882,2.349
10.7045,24.7,5.0252,0.8479,7782,2.4396,34.3336,-122.9292,4.614
5.6513,22.8,5.6479,1.5551,487,3.5309,40.886,-116.2379,3.307
1.8044,14.8,6.5048,2.2052,1046,3.0625,40.19,-121.2678,1.757
3.2611,40.1,6.5359,1.5582,729,1.5867,41.6947,-122.1621,2.413
4.9635,44.4,5.6009,1.0209,1111,2.1828,37.04,-119.5592,3.405
10.4235,39.4,6.9864,2.0897,364,2.2515,39.4103,-114.8122,5.0
4.198,39.3,9.2525,2.4791,651,3.242,36.0218,-121.3776,2.869
3.3288,23.0,6.9673,2.4014,274,2.6563,34.2515,-114.9914,3.13
6.5842,30.1,7.5614,1.3454,628,3.7731,36.7092,-123.9366,3.987
2.3312,18.6,3.4713,1.0541,918,3.777,34.0746,-123.623,1.656
1.3594,26.4,5.4268,1.0975,3978,3.2956,41.8294,-117.1651,1.361
4.4488,27.4,5.8608,1.9481,385,1.0,33.4143,-122.4988,2.389
2.0861,11.4,12.5734,3.8688,1081,1.7225,38.0975,-121.1755,2.148
15.0,29.6,2.0623,0.5,4823,1.7131,38.4514,-123.0681,5.0
3.2449,21.6,7.0757,1.1247,669,3.1266,37.6118,-121.0114,2.596
4.4679,31.2,6.1847,1.7738,78,3.2894,38.7908,-121.5552,2.421
1.751,25.2,6.6602,1.6142,138,4.1225,33.6037,-116.7685,1.859
6.5878,32.2,2.8768,0.8907,867,3.8187,37.7727,-117.1288,3.496
2.6675,36.4,5.3681,1.6003,488,2.6711,35.2285,-114.4733,2.563
2.4913,13.0,10.5027,3.1472,395,2.0381,41.4317,-116.8936,2.03
2.5336,24.2,3.1291,0.5766,5559,3.7098,39.7397,-117.2044,2.325
1.1008,20.2,6.6047,1.5672,881,1.5087,41.7389,-117.2109,1.726
2.281,42.1,3.9251,0.9578,1085,1.6827,32.8568,-115.2288,2.583
3.9841,48.4,9.7028,2.9785,1201,1.2232,35.2088,-121.3895,2.685
0.9215,28.5,6.9355,1.603,378,2.9728,34.3565,-121.349,1.218
5.5576,32.9,5.9936,1.9364,1080,1.2949,32.606,-116.7173,3.715
2.2528,10.3,3.6816,0.7548,292,1.5614,34.8021,-122.0986,1.268
3.2262,31.6,4.6755,1.6234,670,2.7068,38.9484,-114.9238,2.837
0.569,24.9,4.2888,0.7191,450,2.2925,34.6953,-118.8848,2.04
3.1819,44.3,3.4919,0.8709,190,1.978,37.3355,-121.3487,2.404
1.3097,25.3,4.6648,1.2491,510,1.0,40.9343,-116.351,1.68
2.1254,18.2,2.2721,0.5419,529,4.128,39.0907,-121.2206,1.273
0.9074,11.9,6.6204,1.7191,345,3.7971,36.249,-114.3856,2.582
1.4662,30.2,4.1966,1.283,644,2.5246,36.0385,-114.1786,2.28
2.4242,21.5,3.737,0.6878,162,3.3159,36.8295,-117.4986,2.069
2.2474,42.6,2.7909,0.9477,43,5.0005,34.1819,-123.3068,1.341
5.0489,35.6,5.8567,1.3382,48,2.1032,38.523,-121.7363,3.2
0.7352,26.8,10.7163,2.9414,574,1.1957,35.9595,-119.0881,2.115
2.6223,35.5,4.3908,1.0462,1089,3.4992,40.5975,-115.5598,2.726
2.5361,48.9,8.5844,2.3168,838,1.3585,39.6873,-122.5587,2.288
1.973,14.1,6.2456,1.8424,2062,2.5556,38.2999,-123.4038,1.989
1.4344,20.4,4.649,1.1689,1038,2.4206,35.9599,-123.718,1.154
5.8798,51.3,10.7919,1.8595,460,5.7442,34.4944,-119.1768,3.918
11.3976,18.9,2.4829,0.5379,367,3.7674,39.8734,-115.2106,5.0
0.8189,35.9,5.2476,1.6318,2436,4.2971,37.1209,-124.0552,1.205
1.4234,42.2,4.3007,1.1351,6332,4.474,34.6351,-122.2706,1.538
1.3457,27.8,5.6256,1.6972,869,2.4381,34.3542,-117.2208,2.141
2.2321,36.3,3.1189,1.0219,1301,1.9119,34.0713,-115.8284,2.827
6.5476,24.5,6.8352,1.6249,194,4.3382,39.883,-116.0223,3.953
3.9329,49.8,2.5833,0.5698,132,4.4798,34.6754,-116.2568,2.548
2.4407,22.7,6.4084,1.1041,2663,2.9235,37.5031,-123.1371,1.725
2.7496,16.5,4.0496,0.8267,138,2.422,36.7897,-120.329,2.12
2.1743,38.7,5.9582,1.3961,1465,4.084,38.0063,-114.1602,2.71
4.5588,36.5,3.7351,0.659,4510,1.977,40.833,-114.1167,3.641
4.9641,29.8,3.5229,0.6082,3376,3.1705,40.7436,-118.1745,3.209
4.112,28.4,9.3493,2.2349,543,2.2176,36.7852,-117.0527,3.401
0.5842,22.0,9.7858,2.1967,442,2.8469,32.646,-114.5115,1.334
2.7434,19.2,3.1337,1.0006,823,3.1611,36.5512,-119.7758,2.351
2.3855,20.7,5.2784,0.8214,222,1.0,38.2588,-123.0629,2.15
5.4407,31.8,6.7497,2.0427,599,3.7522,37.7988,-117.476,3.966
3.2135,25.5,4.8239,0.9247,1916,1.6392,38.6877,-114.4189,2.639
4.0137,10.1,4.8896,1.5935,6311,3.7238,33.9637,-117.1793,3.43
1.9219,23.0,6.6135,1.367,2136,2.9136,38.6421,-116.0651,2.178
5.2466,25.4,6.1636,1.6033,2110,2.4305,34.2352,-120.0611,3.383
6.4474,34.1,4.1388,0.8309,2895,2.6387,39.63,-123.4871,3.294
0.8703,31.5,6.1145,1.4209,73,2.2406,35.7213,-122.7267,1.964
1.0971,49.1,4.457,0.8809,737,4.3383,39.244,-114.1821,1.706
4.6354,16.2,4.2972,0.9652,147,2.0236,32.9547,-119.3216,2.284
2.4093,34.6,3.6891,1.1915,225,1.8636,36.3747,-124.3738,2.005
5.5851,35.6,3.6935,1.0672,561,3.5119,39.1978,-114.4686,3.991
3.2197,31.4,5.4932,1.1917,3015,1.0496,34.6553,-119.2733,2.431
4.415,24.4,2.6857,0.8618,487,2.4053,40.0552,-115.7192,2.971
1.6111,19.8,2.6557,0.5,376,2.6438,38.4924,-118.7412,2.222
3.4482,27.5,4.6312,1.3478,590,1.9423,38.0818,-123.4321,1.662
3.4551,6.5,4.9606,1.3656,633,1.4137,35.8587,-118.0365,3.59
1.6783,16.9,3.2551,0.7321,142,1.7424,37.0833,-114.0273,2.989
5.4804,16.3,9.9794,2.3203,2240,3.1096,38.1748,-124.1353,2.796
0.7213,34.0,3.6756,0.83,557,1.354,36.9884,-115.6612,2.43
3.1437,35.5,3.8119,1.0605,289,1.4076,39.134,-122.0275,2.275
1.0987,15.1,3.6872,0.7286,1621,1.6705,36.6201,-120.3644,1.354
1.3289,12.3,7.2417,2.5269,248,2.8139,34.4216,-120.5866,1.495
5.4205,10.4,9.7612,1.4698,1341,1.5477,34.5324,-115.0626,4.111
1.2587,39.7,3.3656,0.8184,678,2.6981,32.5551,-119.2029,1.523
1.222,39.0,6.9323,1.3578,147,3.5706,35.3591,-119.8047,1.668
4.0805,35.8,5.5093,1.217,1180,2.8472,39.6147,-115.9107,3.654
1.2491,46.0,3.6512,1.1779,147,1.8588,40.0445,-123.9865,1.025
5.5442,49.3,5.5034,1.2187,570,5.0225,34.4234,-123.5922,2.555
4.2683,16.1,2.9222,0.5634,153,6.1322,41.6109,-124.2723,1.838
1.5772,23.3,4.4813,1.001,1455,1.9304,37.2728,-117.2762,2.486
5.3993,37.4,3.3183,0.7101,278,1.0254,41.2113,-118.981,2.818
0.6998,1.0,4.33,1.0893,659,2.8319,39.2143,-115.3018,2.301
3.7839,25.0,5.0913,1.68,1583,3.603,39.3631,-119.2654,2.35
1.1361,39.6,9.0064,2.6052,189,1.0,33.3079,-122.1709,1.166
1.8846,23.8,5.0595,1.6192,262,2.949,34.5899,-116.046,1.812
1.9717,36.8,3.326,0.6992,194,1.5195,32.5837,-121.4096,1.334
6.6657,4.0,4.9858,0.7774,219,3.6376,39.3032,-114.6753,3.771
1.9138,31.4,2.1608,0.5,2137,1.3986,35.7722,-121.8705,1.803
2.5727,22.5,6.9729,2.0319,717,2.9246,39.9732,-122.7389,1.798
2.0003,25.3,3.581,0.7348,436,2.7783,35.7199,-119.3201,2.046
1.3664,16.6,10.5907,2.1744,218,2.3118,40.2837,-123.9696,1.522
1.3215,47.2,7.1395,1.2036,417,1.0,33.7416,-124.1177,1.311
3.374,28.8,5.1716,0.991,449,1.9009,34.147,-119.2918,2.099
2.6685,29.7,4.3972,1.3042,282,1.7625,35.7383,-122.2414,1.727
4.6356,52.0,4.1705,1.0491,962,1.3487,36.3806,-124.4018,2.366
2.2946,16.9,4.2819,0.6998,268,2.0035,35.8127,-121.3914,1.44
2.3472,29.7,4.9392,1.7261,160,2.6048,39.7546,-119.4876,1.884
4.6461,19.8,4.2131,1.1101,190,3.3668,33.421,-120.36,2.553
2.0949,19.2,6.1863,1.1204,403,4.4607,35.8366,-123.0776,1.667
0.9923,31.7,8.9146,1.4236,2557,3.7072,40.4538,-118.4134,1.891
4.9199,24.6,5.1616,1.35,2832,3.917,33.1346,-117.0415,3.332
1.6922,51.7,7.708,1.546,149,2.588,41.4523,-117.4068,2.017
2.8486,49.4,2.9172,0.5839,256,3.6818,41.87,-120.3655,1.686
1.7532,26.1,5.7122,1.4225,70,1.0017,33.3414,-123.0552,1.746
1.3761,9.5,5.1258,1.2448,546,4.4572,35.2671,-119.2554,1.562
0.7196,24.5,2.8351,0.6293,326,4.5773,36.0378,-115.1505,2.596
3.4467,40.6,4.4722,1.3945,862,2.8165,39.8757,-119.5784,2.307
0.5,17.4,6.9745,1.6041,263,1.8744,38.1613,-122.4453,1.33
6.7453,47.3,1.6884,0.5,1646,3.7773,38.6215,-123.5229,3.357
5.598,35.0,4.5725,1.2604,979,5.4085,39.6963,-114.5888,3.897
1.4381,13.9,4.1323,1.2106,539,7.6464,33.6208,-116.6984,1.708
8.2629,20.1,5.5161,1.2375,279,2.5751,40.4155,-121.2138,4.671
11.5024,21.8,7.1169,1.8086,6073,2.3424,39.2034,-121.3988,4.927
2.2449,18.3,6.5508,1.6406,658,1.6871,37.9847,-115.1002,2.849
3.6244,14.3,7.306,2.3803,489,3.1585,40.9525,-122.6355,2.42
2.9903,21.1,7.9434,1.8546,832,2.4744,39.1529,-118.8821,2.724
7.8423,23.4,4.283,1.0369,93,3.1999,34.4161,-117.0082,4.077
1.0255,43.6,1.8758,0.5,333,2.0783,36.5826,-120.3379,1.5
2.3183,33.3,6.4816,1.8346,1305,2.8933,37.1934,-124.081,1.576
5.1737,34.0,3.3095,0.5,1533,3.3679,33.0246,-122.1085,2.491
4.8041,32.2,5.5452,1.5546,1103,2.5462,41.5691,-115.031,3.395
2.638,18.4,2.8099,0.507,75,2.5626,33.7215,-119.0073,1.5
7.2039,41.8,3.6823,1.2711,551,4.2726,39.1259,-115.9379,3.777
3.2009,22.8,6.2464,1.3841,276,2.2876,37.3092,-118.6653,2.691
2.9435,24.0,4.147,1.0217,1054,3.6711,32.7435,-114.5922,2.587
4.4279,32.5,2.5401,0.5,767,3.1078,41.2851,-114.9541,3.263
2.6048,52.0,2.8812,0.9347,1467,4.7162,40.5924,-119.4297,2.833
2.8156,21.2,7.7759,1.5514,456,3.5952,37.4805,-121.1581,2.588
1.5666,8.4,4.3006,0.9087,721,3.5401,34.675,-118.1825,1.666
15.0,31.5,4.34,1.1898,2809,4.2623,33.6554,-117.4137,5.0
1.9515,36.2,3.8792,0.5878,3112,1.6426,35.9522,-119.2673,2.471
4.5289,22.8,2.6971,0.939,1789,3.3149,34.9266,-115.866,3.033
10.3409,20.9,4.45,1.1191,113,4.6797,37.3136,-122.5751,4.317
1.0619,12.7,8.1238,2.5744,419,1.4521,41.6809,-120.9887,1.562
4.1696,32.0,3.6283,1.2025,2489,3.0411,37.9621,-117.293,3.474
2.7627,51.3,2.3272,0.5,638,4.9387,40.9543,-121.9098,1.432
9.5478,48.5,6.7512,1.5909,330,1.7747,38.6833,-119.8816,5.0
1.4384,31.6,5.1226,1.68,776,3.775,37.0148,-114.3808,2.494
1.6055,23.0,5.344,1.5418,356,2.6262,40.6188,-117.9283,1.575
2.625,32.6,5.7627,1.7164,776,1.8716,36.978,-114.5349,3.184
1.9243,24.1,2.465,0.6416,781,3.5769,40.752,-116.9144,2.455
1.9709,20.3,4.7334,1.6341,373,2.9846,35.27,-116.891,2.333
11.2447,30.0,5.4572,0.9312,815,3.7964,33.7237,-118.2855,4.936
2.9711,43.3,4.8686,1.5776,420,2.3136,40.6255,-123.0068,1.473
1.5694,25.7,4.8546,1.3862,402,2.2547,38.0804,-119.043,1.776
2.0688,25.6,7.8682,2.0422,899,1.0,40.9464,-121.847,1.781
3.609,24.8,5.906,1.6761,1210,2.6479,41.4094,-114.0139,3.682
3.4424,37.5,6.3685,1.954,694,3.8026,33.0095,-121.6969,2.016
1.8147,38.2,4.6517,0.8701,225,1.63,37.2592,-122.0778,2.299
0.8697,15.1,1.7795,0.5,257,1.8045,36.0622,-117.9492,1.989
2.6238,25.9,4.3483,0.8653,2423,3.0326,38.4457,-119.135,2.877
2.5746,41.3,4.9048,1.0757,529,3.2758,40.0391,-124.2758,2.627
1.7293,24.0,4.5834,1.2063,337,3.4556,35.1656,-123.1399,1.835
6.6582,44.7,4.8065,1.5967,4791,2.4562,37.7896,-115.984,4.456
4.0641,36.2,5.3947,1.0834,2481,1.9383,39.2329,-119.4212,3.408
2.9873,49.1,7.2421,1.8879,1950,1.7315,33.7771,-122.9668,2.426
2.1117,24.3,3.515,1.2139,670,1.7702,40.2336,-119.615,2.131
9.1442,36.4,4.5623,1.3022,528,1.7263,38.258,-121.8419,4.521
1.2115,36.8,9.1599,2.1597,535,1.6947,41.5206,-122.1523,1.686
1.9201,40.9,2.5897,0.5,483,2.4141,35.7255,-114.4439,2.932
1.9805,32.2,4.4333,0.952,1037,1.8578,33.5274,-120.6987,1.224
3.351,41.4,2.0691,0.5,1570,3.1756,37.3118,-124.0125,2.455
4.3173,20.4,4.4672,1.2721,49,1.492,33.3152,-114.3116,3.271
1.0665,27.3,5.1588,0.9504,264,3.0699,41.7105,-116.1542,2.782
1.6833,10.1,2.3946,0.5954,357,2.1813,32.8675,-121.8287,1.199
3.7186,24.8,5.3865,1.2384,122,2.9142,39.6583,-120.2066,2.176
1.7064,17.8,3.7765,0.6724,816,2.6767,37.4885,-115.446,2.399
2.0519,32.0,7.6288,2.4999,203,3.0478,36.0019,-120.7472,2.475
3.0675,39.8,5.9899,1.6427,2174,2.046,33.1255,-118.5423,2.179
1.369,34.8,3.9874,1.1352,572,2.302,38.4106,-118.884,1.473
3.3013,37.4,4.5575,1.0439,736,3.551,38.0596,-120.2864,1.687
4.1737,29.1,9.2088,2.9242,1467,2.1373,35.1684,-117.7852,3.497
2.7923,26.3,4.7299,1.5856,904,1.4066,41.1471,-119.5304,1.911
7.3726,13.9,2.8914,0.5,741,2.6785,35.389,-124.2771,3.406
4.5168,4.9,3.1365,0.7527,458,2.2244,36.7724,-115.949,3.359
2.6415,9.9,4.5939,1.3059,541,2.0312,37.6657,-123.3119,2.321
2.1706,20.0,7.7676,2.4653,328,2.9429,33.4522,-119.6271,2.059
9.2841,38.9,4.0713,1.2524,1673,2.9692,41.3555,-118.411,5.0
1.7108,13.3,3.197,1.1065,1102,3.9636,36.0581,-117.0922,1.945
2.2467,18.1,4.9708,1.4994,5155,3.4478,33.2674,-120.1866,1.629
2.0404,22.4,5.6462,0.9882,1118,3.3392,36.1793,-116.7767,2.103
3.5911,43.5,6.0886,1.1074,785,2.1529,38.2019,-123.1208,2.232
13.1788,27.5,2.5082,0.8539,875,1.6371,37.3797,-117.6388,5.0
3.2306,29.6,5.6202,0.8703,332,1.942,39.0981,-115.8234,3.613
2.1696,32.9,5.4962,1.2389,2212,1.4184,33.0271,-115.1608,2.251
3.1021,44.7,4.1529,0.9813,566,2.4307,35.2031,-118.4146,2.841
1.0844,29.0,7.8022,1.5751,83,1.2119,40.2827,-121.2146,2.4
2.3835,6.8,5.9355,1.7569,168,4.0834,33.259,-122.7848,1.02
8.9608,29.5,3.5154,1.1129,560,2.9666,40.6271,-120.8716,3.662
4.3206,45.3,5.9755,2.0393,146,2.9653,33.373,-118.8303,3.015
6.4345,35.7,2.3281,0.7995,248,5.8855,40.4273,-122.4385,3.03
5.5253,30.6,4.0918,0.9344,1462,2.1213,35.9275,-114.4986,4.038
1.6551,32.2,4.2049,1.4259,1556,1.4331,38.316,-115.0801,2.786
10.3646,6.0,6.4523,1.5942,1246,3.375,33.9524,-124.1539,3.973
0.7841,4.3,16.7081,5.0,1451,2.2294,33.1286,-118.5994,2.055
3.4306,38.7,4.4047,1.3547,1266,1.4617,34.5514,-116.2123,3.094
0.6429,43.4,8.8993,1.7344,1407,4.516,33.7146,-121.9234,1.854
0.8193,20.4,8.5261,2.2521,973,3.7676,35.4679,-118.9991,1.23
5.2325,30.3,2.9098,1.0017,1190,4.2671,37.3866,-120.2371,3.49
1.6754,35.4,8.4626,2.1607,3417,2.0209,38.0932,-122.4363,2.194
6.4975,47.9,3.7363,0.9508,524,2.0457,40.0037,-118.0453,3.507
0.5933,27.0,4.9713,1.3691,6509,3.7818,38.7343,-114.0662,1.888
2.555,36.9,12.4115,4.1675,463,1.9665,38.2832,-120.6645,3.158
1.1605,51.9,6.0902,1.386,412,2.19,36.4119,-118.7,2.071
2.1598,24.6,3.8299,0.6036,905,3.0352,37.0012,-121.0575,1.499
8.0353,28.8,5.9191,1.1015,441,4.7897,36.4379,-115.292,5.0
9.5283,14.7,2.6866,0.919,75,1.0,40.5006,-115.4217,4.763
3.8925,15.3,7.5749,1.5318,271,2.1333,34.685,-122.6229,1.912
0.8903,38.5,3.8288,1.1438,367,1.6605,32.5543,-115.0505,1.737
1.168,42.3,1.8523,0.5,445,3.5777,38.6875,-122.9092,1.583
3.0406,42.0,4.2884,0.6755,113,1.4651,34.4234,-123.4979,1.866
1.5463,15.6,4.0324,0.8716,323,2.965,40.9561,-117.6442,1.572
4.3085,25.5,6.0468,1.4063,355,1.0776,40.6609,-120.448,3.027
8.7859,33.7,3.1225,0.6131,319,3.3816,33.2289,-118.9272,4.378
1.3663,1.0,5.6942,1.9581,459,3.5094,33.5107,-117.648,1.918
1.4527,33.5,3.7726,1.3135,1527,2.5339,37.2041,-123.9452,1.032
1.1897,50.6,4.8157,0.9887,1653,1.2295,38.2876,-121.424,2.089
2.2751,41.6,7.5879,2.5941,857,2.6286,35.1116,-119.6605,2.192
2.8195,1.0,7.6875,2.5676,1897,2.6288,39.3096,-121.7008,2.775
2.7597,32.8,8.2501,2.8032,702,2.5511,38.1517,-123.9858,2.589
5.0956,30.6,3.6522,1.0858,2054,3.1672,35.5858,-123.5899,2.404
3.579,31.3,5.5783,1.382,981,1.2755,32.741,-116.0816,1.972
2.6088,29.3,5.6751,1.3184,340,3.5921,39.6264,-114.9304,2.711
2.7973,24.1,8.1737,1.2726,353,3.8937,34.5402,-122.9016,2.236
2.886,1.0,4.3443,0.8377,1164,1.0166,40.4275,-121.8827,2.149
2.6105,31.7,2.7303,0.8133,1423,1.2507,36.4928,-117.6514,2.677
1.6922,35.5,6.9558,1.2011,242,2.4467,37.9822,-114.4801,2.383
1.171,21.3,8.4689,1.2925,5147,1.4408,40.793,-121.3543,1.437
3.0029,43.1,5.6231,1.7333,1644,2.9894,40.7044,-115.5203,3.296
1.9165,8.3,3.199,0.7306,441,3.1177,36.0294,-119.1867,2.411
3.9258,7.3,11.7776,2.6983,239,3.2157,34.4844,-114.4561,3.128
2.8588,29.0,5.1971,1.062,145,1.1728,39.8639,-123.0693,2.095
2.7468,19.8,3.8042,1.2097,2666,1.9044,36.6143,-114.2764,2.257
5.4148,39.7,7.6827,2.4082,1497,2.3978,34.3244,-119.8697,4.023
1.0169,22.9,9.6401,2.4208,690,1.4344,41.092,-114.4941,2.432
9.379,44.3,2.6048,0.6969,946,1.8446,34.382,-119.6838,4.704
0.5889,19.3,6.1412,1.223,71,2.6674,32.7452,-118.9341,1.692
7.5049,29.7,8.3222,1.4883,66,2.309,32.6927,-116.0499,3.463
3.1286,4.2,4.7512,1.0284,1073,3.175,38.412,-116.9124,2.881
1.8836,27.4,5.2549,1.6044,862,1.1649,38.7859,-117.9942,3.098
0.9703,28.9,4.7029,1.5452,765,2.6055,35.4549,-120.1217,1.24
1.7867,42.5,9.153,2.1362,3077,2.2688,35.5401,-116.1794,2.998
2.424,9.9,3.1853,1.0494,1360,2.3586,35.7252,-114.5436,2.793
3.1157,24.6,4.468,0.9333,403,2.1958,38.9615,-124.397,2.311
7.4776,45.4,11.6995,2.6458,406,1.886,33.0523,-118.3276,4.201
2.8616,47.0,3.8643,0.8254,1194,2.1717,41.3266,-115.4072,3.291
3.3999,18.0,2.6737,0.5303,1150,2.1006,34.6139,-117.6423,2.301
3.4732,19.8,4.9321,1.1355,4293,1.6831,41.9969,-116.0913,2.877
2.1613,7.6,7.6295,1.6593,326,2.529,34.1295,-115.1019,2.231
2.3761,2.5,4.8789,0.9421,254,2.8176,39.8297,-116.615,2.885
2.5222,23.3,4.0784,1.0431,779,1.2468,34.6224,-116.9713,2.433
4.2144,20.3,6.0517,1.6993,699,2.5941,33.268,-114.3702,3.054
1.4347,52.0,13.411,3.9916,2097,1.7502,40.8119,-115.4313,2.577
1.9067,32.2,4.4704,1.3776,770,1.8413,40.6581,-115.9385,2.806
3.4884,25.5,11.3459,2.8538,1041,3.7807,36.3339,-123.5928,2.566
1.2795,35.9,5.8434,1.3014,117,1.0,39.1728,-121.9902,2.418
2.9434,40.3,3.5047,0.7099,2356,2.2202,37.7921,-118.6541,2.36
1.8553,42.6,9.6328,2.2572,665,3.9629,40.6031,-117.0496,2.289
3.8717,31.1,4.3083,0.9065,119,1.8842,35.493,-121.3162,2.759
7.1112,27.7,2.6564,0.6902,996,3.4298,37.4749,-123.5201,3.359
1.8566,29.9,5.5709,0.8491,325,2.6697,37.111,-121.2335,1.941
4.62,27.3,4.1113,1.0062,254,1.1507,35.8621,-116.4042,3.622
3.1281,21.6,10.2369,3.0502,903,3.0531,40.9688,-115.2873,2.96
2.0778,40.5,5.8253,1.1994,237,2.046,34.0758,-114.9145,2.988
2.7309,25.7,3.9995,1.297,1143,2.3197,33.9203,-120.5219,2.477
6.7434,15.8,7.0122,1.3065,453,2.2537,37.9806,-120.5883,4.378
2.4102,28.2,4.9588,1.5274,603,2.6091,38.7462,-120.2296,2.198
6.7963,36.6,5.6413,1.6826,1005,5.0259,34.3489,-120.554,3.277
2.4993,10.5,1.9087,0.5,174,2.4148,36.2118,-117.5049,2.649
1.0114,24.8,3.1245,0.5,714,2.047,41.4924,-120.7376,1.506
2.4529,18.4,5.433,0.9191,2786,2.2384,34.8429,-124.2864,1.527
0.9577,52.0,2.9663,0.7718,1022,1.5279,38.8494,-119.8902,1.425
2.1762,29.1,3.9049,1.3108,1281,1.5082,39.5314,-122.1464,2.217
2.1185,46.6,7.1764,1.7139,1105,3.04,36.7572,-124.1975,2.535
9.6968,30.9,6.0895,1.8414,142,1.4011,41.4065,-119.5561,4.739
8.3859,32.0,7.8992,1.4333,1000,2.0099,39.4982,-122.3375,4.561
2.8857,27.3,4.9797,1.5431,642,1.6446,36.8503,-119.7462,2.747
6.3468,25.3,3.7701,0.7641,408,2.1722,37.9087,-121.5836,3.308
2.0577,27.1,8.7126,1.5232,4282,1.3701,39.0798,-118.1611,2.751
1.0009,20.1,5.0458,1.2317,44,2.6585,38.1258,-114.0958,2.38
3.9333,27.9,3.2285,0.8102,18619,3.0272,40.8476,-118.7541,2.794
3.5007,8.5,9.522,2.5538,1648,3.4167,35.8904,-117.7076,2.623
1.4102,30.1,5.0889,1.243,1592,2.5191,35.3489,-114.8476,2.462
1.4545,13.5,7.3285,1.7177,150,2.5774,34.5315,-120.573,2.042
5.2472,29.1,5.5747,1.5471,470,2.0083,32.8589,-122.7512,2.956
0.8365,31.9,7.3206,2.1611,72,2.4059,32.9086,-121.5306,1.563
4.0178,45.0,6.4107,1.4869,321,2.563,40.7655,-120.2707,1.81
2.1812,31.8,4.3884,1.3807,458,3.8207,38.9447,-117.7273,1.837
4.0217,24.8,4.2835,0.9548,921,2.4739,38.7751,-124.4518,2.378
5.4293,20.5,6.5881,2.1692,441,1.0,38.3391,-115.5395,4.03
1.474,36.6,5.1871,0.9763,535,2.1802,40.5676,-123.701,1.277
1.2237,26.8,4.9409,1.3183,701,3.1867,37.0625,-115.0431,1.989
7.5867,19.0,4.1647,1.3903,230,1.6194,40.7689,-114.5309,4.242
2.6116,29.8,4.45,0.8617,446,1.9989,35.9147,-114.1039,3.344
3.4193,5.7,2.7084,0.9401,270,1.6999,41.3037,-116.0001,2.494
5.1425,29.0,6.0727,1.8904,368,2.0405,39.1372,-123.0105,2.533
1.3869,18.6,3.8351,0.8859,478,2.8696,34.9432,-117.0852,1.998
5.1109,24.1,5.1742,1.2832,869,2.4122,37.8588,-122.3651,2.61
4.2551,51.9,4.8276,0.8115,519,2.9808,37.5638,-115.0802,3.473
7.6066,22.2,5.3605,1.2843,439,3.2073,33.81,-121.1756,3.758
7.5143,37.5,5.0195,1.7471,200,4.6478,38.1168,-121.0686,3.893
2.8417,40.6,5.9434,2.0719,160,3.2427,35.4905,-114.8646,2.666
4.605,38.2,3.4858,0.6375,612,3.3952,32.9973,-124.3611,1.53
2.8044,32.5,4.8121,0.7361,458,1.5973,41.5122,-122.4634,1.75
3.0092,14.7,5.0095,0.8939,979,2.0891,38.5942,-120.0697,3.064
1.2334,20.2,3.5109,0.9219,126,2.3444,40.8307,-117.1424,1.71
2.323,14.0,3.3449,1.1112,1318,2.8567,38.9225,-117.7006,2.227
0.7739,23.8,3.9463,0.6096,313,4.3546,35.8913,-117.4712,1.852
2.4689,23.9,5.3118,1.1626,437,3.3505,37.3705,-115.2598,2.911
6.8485,17.0,3.2069,1.1188,834,1.9642,38.9196,-123.2292,3.42
4.6859,34.6,7.2187,1.8673,332,3.1091,41.6224,-119.0173,3.047
2.9405,22.1,3.8777,0.9684,150,3.1048,34.9099,-116.8825,2.718
2.3598,23.6,4.9376,0.8085,486,2.7783,40.8123,-117.8208,2.207
1.8622,9.2,6.4764,1.4452,180,1.8225,41.2787,-119.7927,1.533
1.4291,28.8,2.7459,0.6589,145,1.5507,38.8689,-124.3203,1.855
4.8214,26.9,8.5502,2.1407,1270,2.3845,41.347,-123.8653,2.109
0.9282,20.8,3.4802,1.1468,685,2.5474,36.2798,-123.2511,0.79
0.9134,32.6,8.4246,2.7924,869,2.5615,41.5537,-120.8961,1.456
5.1195,29.4,6.1002,1.4296,1168,4.1087,39.1764,-123.2646,3.144
